Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
24/12/2004,18.00.00,6.7,1514.0,21.5,1338.0,668.0,474.0,175.0,1598.0,2018.0,10.103944345843047,58.3,0.7256
25/12/2004,00.00.00,5.9,1505.0,15.6,1168.0,567.0,525.0,169.0,1447.0,2066.0,9.379476162372157,66.1,0.7816
25/12/2004,01.00.00,5.6,1458.0,14.2,1123.0,527.0,540.0,164.0,1395.0,2030.0,9.5375549281016,65.9,0.7869
25/12/2004,02.00.00,5.5,1431.0,13.5,1100.0,503.0,553.0,154.0,1385.0,1913.0,9.48957279487513,66.2,0.7882
25/12/2004,05.00.00,2.2,1243.0,8.6,924.0,274.0,648.0,119.0,1250.0,1534.0,8.961920403730248,69.8,0.8039
25/12/2004,06.00.00,2.0,1251.0,8.6,924.0,231.0,644.0,106.0,1246.0,1568.0,8.835641283311311,70.5,0.8056
25/12/2004,07.00.00,2.2,1259.0,9.1,944.0,268.0,631.0,111.0,1267.0,1622.0,8.872502945252936,70.4,0.8074
25/12/2004,08.00.00,2.0,1268.0,8.6,926.0,281.0,645.0,122.0,1247.0,1628.0,9.016644123015697,69.6,0.8045
25/12/2004,09.00.00,2.5,1288.0,9.4,956.0,340.0,623.0,121.0,1272.0,1553.0,8.962397570369827,70.8,0.8173
25/12/2004,10.00.00,3.0,1410.0,11.0,1015.0,406.0,594.0,136.0,1319.0,1769.0,9.72946261963807,68.6,0.8324
25/12/2004,11.00.00,2.8,1374.0,10.6,999.0,379.0,598.0,138.0,1316.0,1776.0,10.113519200589508,67.3,0.8373
25/12/2004,12.00.00,3.4,1458.0,13.2,1090.0,436.0,553.0,147.0,1383.0,1898.0,10.679116533137858,65.0,0.8378
25/12/2004,13.00.00,5.5,1609.0,18.1,1243.0,602.0,505.0,178.0,1491.0,2100.0,11.15610157046467,62.9,0.8454
25/12/2004,14.00.00,4.0,1424.0,13.2,1090.0,507.0,566.0,176.0,1351.0,1896.0,12.024993958184496,61.1,0.8652
25/12/2004,15.00.00,2.4,1331.0,9.7,966.0,266.0,633.0,159.0,1266.0,1745.0,12.064577166785966,61.8,0.8723
25/12/2004,16.00.00,3.1,1434.0,13.3,1093.0,335.0,561.0,168.0,1366.0,1893.0,11.606305066496134,65.6,0.898
25/12/2004,17.00.00,4.0,1542.0,15.4,1161.0,464.0,531.0,181.0,1435.0,1972.0,11.257813515607268,67.9,0.9119
25/12/2004,18.00.00,4.6,1651.0,17.8,1234.0,527.0,501.0,184.0,1513.0,2020.0,11.104373627342284,70.8,0.9386
25/12/2004,19.00.00,4.8,1633.0,18.0,1240.0,592.0,496.0,170.0,1555.0,1906.0,10.842274166017887,75.9,0.9868
25/12/2004,20.00.00,6.2,1739.0,21.3,1333.0,821.0,460.0,174.0,1689.0,1832.0,11.214113241294399,78.3,1.0455
25/12/2004,21.00.00,4.6,1523.0,14.5,1132.0,538.0,541.0,136.0,1488.0,1470.0,10.168393030762672,82.8,1.0369
25/12/2004,22.00.00,4.5,1543.0,15.8,1174.0,513.0,521.0,127.0,1542.0,1494.0,10.200182448723353,82.5,1.0406
25/12/2004,23.00.00,4.2,1469.0,13.1,1086.0,514.0,564.0,125.0,1485.0,1394.0,10.98426427366212,81.7,1.0727
26/12/2004,00.00.00,2.6,1271.0,7.7,886.0,345.0,688.0,121.0,1321.0,1113.0,11.648995122872293,79.8,1.0964
26/12/2004,01.00.00,1.6,1161.0,6.0,810.0,231.0,775.0,117.0,1281.0,958.0,11.57768408786033,80.0,1.0924
26/12/2004,02.00.00,1.3,1053.0,3.5,680.0,166.0,890.0,108.0,1166.0,807.0,11.418674425565762,80.1,1.0741
26/12/2004,04.00.00,0.5,900.0,1.2,522.0,61.0,1242.0,55.0,1070.0,471.0,11.006233811537685,78.7,1.0202
26/12/2004,05.00.00,0.4,855.0,0.8,479.0,49.0,1319.0,46.0,1068.0,450.0,10.595467125433471,81.5,1.0497
26/12/2004,06.00.00,0.3,848.0,0.7,464.0,54.0,1425.0,46.0,1062.0,438.0,11.02827032705109,80.3,1.0444
26/12/2004,07.00.00,0.4,873.0,0.9,485.0,78.0,1305.0,67.0,1083.0,512.0,10.718937889133718,80.7,1.0377
26/12/2004,08.00.00,0.6,945.0,1.8,569.0,136.0,1140.0,90.0,1135.0,632.0,10.53345662980076,81.8,1.0416
26/12/2004,09.00.00,0.9,1003.0,2.5,618.0,198.0,1003.0,117.0,1159.0,754.0,10.293536866741176,82.9,1.0419
26/12/2004,10.00.00,1.1,1041.0,3.1,659.0,211.0,908.0,118.0,1188.0,792.0,10.540187706058008,82.1,1.0451
26/12/2004,11.00.00,1.0,1036.0,3.5,685.0,183.0,942.0,112.0,1168.0,776.0,11.5382970062548,72.6,0.9846
26/12/2004,12.00.00,1.6,1124.0,5.7,799.0,277.0,775.0,134.0,1231.0,969.0,12.702494797570614,65.5,0.964
26/12/2004,13.00.00,1.8,1130.0,5.8,803.0,267.0,772.0,127.0,1230.0,975.0,13.867824138784572,60.9,0.9644
26/12/2004,14.00.00,1.0,991.0,2.7,632.0,123.0,981.0,88.0,1114.0,637.0,15.219556944368488,57.9,0.9726
26/12/2004,15.00.00,0.8,988.0,2.2,596.0,68.0,1056.0,57.0,1118.0,541.0,14.898019899448684,63.5,1.0592
26/12/2004,16.00.00,1.4,1163.0,5.8,801.0,186.0,772.0,99.0,1288.0,876.0,13.595732765719402,68.9,1.0699
26/12/2004,17.00.00,2.1,1226.0,6.9,853.0,321.0,725.0,129.0,1307.0,1029.0,13.551217265427107,68.9,1.0661
26/12/2004,18.00.00,2.3,1286.0,9.1,942.0,343.0,687.0,137.0,1362.0,1103.0,13.531030305661261,67.1,1.0357
26/12/2004,19.00.00,3.5,1423.0,14.0,1116.0,550.0,553.0,146.0,1531.0,1369.0,12.208179339766502,75.4,1.0768
26/12/2004,20.00.00,3.8,1408.0,13.1,1088.0,598.0,560.0,139.0,1504.0,1381.0,11.502506718039513,80.0,1.0938
26/12/2004,21.00.00,2.4,1178.0,7.2,866.0,390.0,700.0,128.0,1342.0,1094.0,11.758931951131672,82.7,1.1381
26/12/2004,22.00.00,1.0,985.0,3.8,701.0,159.0,877.0,106.0,1187.0,835.0,11.791584762603561,77.5,1.0741
26/12/2004,23.00.00,1.3,1113.0,5.2,776.0,193.0,828.0,114.0,1217.0,881.0,11.930226249175131,72.3,1.0095
27/12/2004,00.00.00,2.3,1178.0,7.4,873.0,316.0,700.0,137.0,1328.0,987.0,11.096057074610144,79.6,1.0587
27/12/2004,01.00.00,1.5,1024.0,3.9,705.0,199.0,876.0,114.0,1168.0,807.0,11.547928156823923,74.2,1.0063
27/12/2004,02.00.00,1.1,954.0,2.7,630.0,134.0,988.0,92.0,1107.0,664.0,11.541587443873265,68.9,0.9411
27/12/2004,04.00.00,0.7,877.0,1.3,526.0,63.0,1171.0,55.0,1023.0,496.0,11.858357616765746,64.6,0.8888
27/12/2004,05.00.00,0.4,826.0,0.7,465.0,50.0,1322.0,46.0,978.0,433.0,12.210469953515926,61.1,0.8527
27/12/2004,06.00.00,0.5,862.0,1.4,535.0,93.0,1193.0,67.0,1020.0,524.0,12.634103785095677,57.3,0.8269
27/12/2004,07.00.00,0.8,938.0,3.0,653.0,161.0,970.0,95.0,1100.0,747.0,12.126805013833692,60.1,0.8562
27/12/2004,08.00.00,1.9,1205.0,9.1,943.0,368.0,688.0,133.0,1361.0,1052.0,11.433758731931448,68.7,0.9302
27/12/2004,09.00.00,2.3,1171.0,10.0,978.0,344.0,637.0,138.0,1374.0,1092.0,12.499334213556722,63.2,0.9113
27/12/2004,10.00.00,1.9,1131.0,8.6,926.0,288.0,684.0,127.0,1324.0,1036.0,12.84026416274719,63.2,0.9335
27/12/2004,11.00.00,1.6,1074.0,6.4,832.0,244.0,748.0,119.0,1230.0,934.0,13.48097494707442,59.9,0.9261
27/12/2004,12.00.00,1.4,1062.0,6.2,822.0,224.0,764.0,113.0,1228.0,917.0,13.30806346515846,61.3,0.9379
27/12/2004,13.00.00,1.5,1045.0,5.7,800.0,206.0,796.0,109.0,1193.0,839.0,14.313563516650884,57.1,0.9309
27/12/2004,14.00.00,1.4,1034.0,5.0,763.0,163.0,840.0,97.0,1192.0,761.0,15.015852338138538,57.2,0.9698
27/12/2004,15.00.00,2.0,1186.0,8.0,899.0,296.0,695.0,117.0,1332.0,926.0,12.315094714518636,72.6,1.0422
27/12/2004,16.00.00,2.5,1256.0,10.5,996.0,386.0,625.0,132.0,1417.0,1104.0,12.716935454402119,73.6,1.0851
27/12/2004,17.00.00,2.2,1138.0,6.9,854.0,262.0,735.0,117.0,1276.0,911.0,13.23133769709797,68.2,1.0356
27/12/2004,18.00.00,2.0,1138.0,7.8,891.0,212.0,721.0,110.0,1295.0,918.0,13.362983552039056,66.6,1.0187
27/12/2004,19.00.00,2.1,1114.0,8.0,899.0,245.0,710.0,119.0,1279.0,948.0,13.240444125327747,63.6,0.9661
27/12/2004,20.00.00,2.1,1107.0,8.1,905.0,263.0,705.0,116.0,1288.0,966.0,12.852115158879467,62.4,0.9258
27/12/2004,21.00.00,2.1,1117.0,7.5,876.0,300.0,706.0,123.0,1264.0,1057.0,12.31534155826172,64.7,0.9266
27/12/2004,22.00.00,1.6,1090.0,6.0,812.0,242.0,753.0,117.0,1213.0,1001.0,12.045568048476863,65.6,0.9222
27/12/2004,23.00.00,1.1,954.0,3.2,665.0,152.0,916.0,100.0,1119.0,777.0,11.18957913497675,69.8,0.932
28/12/2004,00.00.00,1.2,987.0,4.1,715.0,165.0,884.0,101.0,1145.0,797.0,10.835814535510432,68.7,0.9001
01/01/2005,01.00.00,1.6,1275.0,8.8,930.0,215.0,649.0,106.0,1024.0,1617.0,5.3659421687376865,50.7,0.4564
01/01/2005,02.00.00,2.5,1173.0,7.5,878.0,300.0,738.0,129.0,1002.0,1355.0,6.065797578588872,50.0,0.4689
01/01/2005,04.00.00,1.9,1054.0,5.6,791.0,253.0,830.0,126.0,967.0,1131.0,4.390240778185818,55.3,0.465
01/01/2005,05.00.00,1.4,1004.0,4.8,753.0,181.0,879.0,106.0,942.0,1036.0,4.075571402907371,57.1,0.4759
01/01/2005,06.00.00,1.5,1001.0,5.3,777.0,171.0,859.0,99.0,954.0,1009.0,3.5492925215511626,58.3,0.4636
01/01/2005,07.00.00,1.4,974.0,4.5,736.0,168.0,888.0,97.0,945.0,966.0,2.992100393399595,60.7,0.4667
01/01/2005,08.00.00,1.1,915.0,3.0,653.0,169.0,973.0,94.0,905.0,901.0,2.5935143609531224,63.2,0.4721
01/01/2005,09.00.00,1.0,939.0,3.0,649.0,145.0,996.0,86.0,897.0,879.0,3.810393888503313,59.0,0.4807
01/01/2005,10.00.00,1.2,973.0,4.7,748.0,190.0,878.0,97.0,968.0,991.0,4.700414933228376,57.2,0.4932
01/01/2005,11.00.00,1.7,1011.0,5.4,782.0,225.0,846.0,113.0,992.0,1019.0,6.624846214634005,48.6,0.4822
01/01/2005,12.00.00,2.3,1097.0,7.4,875.0,261.0,778.0,125.0,1080.0,1151.0,8.45491135946404,43.6,0.4887
01/01/2005,13.00.00,2.2,1149.0,8.4,914.0,382.0,742.0,147.0,1072.0,1242.0,9.32578132413193,41.2,0.4908
01/01/2005,14.00.00,2.4,1117.0,8.9,934.0,357.0,721.0,153.0,1075.0,1206.0,10.954166598304452,35.9,0.468
01/01/2005,15.00.00,2.2,1085.0,7.9,896.0,299.0,760.0,147.0,1049.0,1138.0,12.29711400242963,32.3,0.467
01/01/2005,16.00.00,2.1,1102.0,7.7,885.0,313.0,772.0,139.0,1051.0,1142.0,12.474836684612093,32.6,0.4814
01/01/2005,17.00.00,3.0,1281.0,12.1,1053.0,510.0,659.0,165.0,1192.0,1438.0,10.742524050900974,39.7,0.5166
01/01/2005,18.00.00,4.7,1472.0,16.6,1198.0,832.0,555.0,191.0,1344.0,1735.0,8.899055541492999,51.8,0.5961
01/01/2005,19.00.00,3.6,1328.0,11.4,1029.0,622.0,637.0,172.0,1188.0,1611.0,8.067167330121688,54.1,0.5882
01/01/2005,20.00.00,2.5,1198.0,7.9,897.0,402.0,720.0,151.0,1072.0,1436.0,7.411649290953462,54.6,0.5786
01/01/2005,21.00.00,2.3,1176.0,8.1,905.0,334.0,718.0,137.0,1104.0,1389.0,6.28658005899203,59.6,0.5698
01/01/2005,22.00.00,2.1,1118.0,6.4,830.0,295.0,765.0,130.0,1058.0,1313.0,5.624311184131596,59.9,0.5523
01/01/2005,23.00.00,1.7,1091.0,5.2,773.0,222.0,820.0,115.0,1003.0,1232.0,5.618781169981648,59.7,0.5463
02/01/2005,00.00.00,1.8,1078.0,5.2,775.0,230.0,809.0,112.0,1012.0,1195.0,4.643115284755374,62.9,0.5424
02/01/2005,01.00.00,1.6,1043.0,4.3,726.0,195.0,875.0,105.0,972.0,1107.0,4.518197244415283,63.5,0.5411
02/01/2005,02.00.00,1.3,992.0,3.6,685.0,167.0,916.0,96.0,963.0,1035.0,4.401291661893631,63.6,0.5414
02/01/2005,04.00.00,1.3,947.0,3.3,673.0,148.0,929.0,87.0,974.0,929.0,3.209156678892755,68.3,0.531
02/01/2005,05.00.00,1.1,923.0,2.7,634.0,123.0,984.0,75.0,943.0,875.0,2.985036874189973,69.2,0.5337
02/01/2005,06.00.00,1.0,911.0,2.4,613.0,148.0,992.0,82.0,934.0,861.0,2.434223427437246,71.9,0.5288
02/01/2005,07.00.00,1.0,924.0,2.6,629.0,143.0,994.0,83.0,941.0,852.0,2.9940630616620183,68.7,0.5317
02/01/2005,08.00.00,1.2,954.0,3.4,674.0,180.0,940.0,88.0,981.0,891.0,2.1872428597530957,73.1,0.5289
02/01/2005,09.00.00,1.3,960.0,3.9,704.0,226.0,887.0,106.0,1003.0,947.0,3.1923019405081137,68.2,0.5346
02/01/2005,10.00.00,1.6,1016.0,4.9,760.0,254.0,835.0,112.0,1044.0,1016.0,4.579613622296604,65.8,0.5451
02/01/2005,11.00.00,2.2,1139.0,7.5,879.0,372.0,753.0,141.0,1092.0,1201.0,6.505046660144047,56.6,0.5528
02/01/2005,12.00.00,2.2,1130.0,7.1,860.0,379.0,752.0,148.0,1058.0,1218.0,7.73917553669711,51.2,0.5516
02/01/2005,13.00.00,2.8,1237.0,9.6,962.0,478.0,685.0,171.0,1138.0,1385.0,10.045355481985258,44.9,0.5612
02/01/2005,14.00.00,2.1,1159.0,6.5,837.0,344.0,742.0,160.0,1087.0,1311.0,12.11835127244421,41.7,0.5961
02/01/2005,15.00.00,1.6,1124.0,5.5,790.0,258.0,791.0,137.0,1071.0,1206.0,13.503737609875046,41.3,0.6342
02/01/2005,16.00.00,2.8,1312.0,10.5,998.0,474.0,640.0,167.0,1249.0,1473.0,13.254557180999814,43.1,0.66
02/01/2005,17.00.00,2.6,1246.0,8.9,936.0,438.0,665.0,164.0,1182.0,1460.0,9.856705767191176,53.3,0.6504
02/01/2005,18.00.00,2.8,1232.0,8.8,931.0,451.0,674.0,166.0,1171.0,1627.0,8.640506290347064,54.6,0.6226
02/01/2005,19.00.00,2.9,1286.0,10.5,996.0,473.0,644.0,167.0,1217.0,1827.0,8.908571492010381,54.8,0.6244
02/01/2005,20.00.00,3.4,1347.0,13.0,1084.0,560.0,582.0,174.0,1290.0,2004.0,8.198209030754436,58.2,0.6391
05/01/2005,01.00.00,1.7,1135.0,5.6,792.0,226.0,727.0,120.0,1170.0,1151.0,9.374478921529173,69.5,0.8261
05/01/2005,02.00.00,1.9,1188.0,8.1,901.0,259.0,657.0,119.0,1261.0,1185.0,8.937654059571619,70.9,0.8176
05/01/2005,04.00.00,2.0,1219.0,7.7,889.0,260.0,649.0,111.0,1186.0,1405.0,7.851837529549453,72.1,0.7679
05/01/2005,05.00.00,1.7,1187.0,6.8,850.0,242.0,653.0,109.0,1169.0,1383.0,7.500142102492781,72.7,0.7598
05/01/2005,06.00.00,1.8,1225.0,8.1,904.0,267.0,644.0,110.0,1194.0,1460.0,7.392571325517393,71.7,0.7439
05/01/2005,07.00.00,2.2,1333.0,11.1,1019.0,411.0,576.0,126.0,1275.0,1612.0,7.869758096783464,70.6,0.7562
05/01/2005,08.00.00,3.7,1489.0,16.4,1193.0,670.0,497.0,148.0,1475.0,1776.0,8.347122236620635,69.0,0.7732
05/01/2005,09.00.00,4.8,1596.0,21.6,1341.0,830.0,436.0,162.0,1672.0,1991.0,9.350333530222997,67.5,0.7831
05/01/2005,10.00.00,4.8,1585.0,19.3,1277.0,845.0,456.0,173.0,1567.0,1944.0,9.848238394537475,65.8,0.7967
05/01/2005,11.00.00,5.2,1674.0,22.9,1376.0,992.0,438.0,198.0,1643.0,2098.0,10.972577984794043,61.9,0.8226
05/01/2005,12.00.00,5.9,1741.0,25.3,1438.0,1130.0,416.0,219.0,1741.0,2159.0,12.823902443953557,60.1,0.882
05/01/2005,13.00.00,5.9,1680.0,25.2,1434.0,977.0,417.0,206.0,1790.0,2005.0,13.243967228860129,62.4,0.9513
05/01/2005,14.00.00,3.1,1295.0,13.2,1090.0,459.0,553.0,155.0,1479.0,1441.0,14.278714826796204,61.2,0.9941
05/01/2005,15.00.00,2.6,1288.0,13.9,1112.0,346.0,560.0,150.0,1492.0,1380.0,14.393088597338647,59.6,0.9824
05/01/2005,16.00.00,2.8,1281.0,13.8,1111.0,383.0,553.0,148.0,1483.0,1409.0,14.164965648204088,60.0,0.9684
05/01/2005,17.00.00,2.8,1310.0,13.5,1099.0,414.0,559.0,158.0,1481.0,1445.0,13.792732500936836,62.6,0.9862
05/01/2005,18.00.00,2.8,1276.0,13.5,1099.0,370.0,559.0,152.0,1504.0,1388.0,13.51205131644383,64.0,0.9891
05/01/2005,19.00.00,3.1,1312.0,15.0,1148.0,400.0,532.0,148.0,1525.0,1411.0,13.314885121537372,64.5,0.9865
05/01/2005,20.00.00,3.3,1332.0,14.9,1146.0,378.0,539.0,147.0,1523.0,1377.0,13.436380612896755,64.7,0.9971
05/01/2005,21.00.00,2.7,1248.0,11.9,1046.0,357.0,588.0,144.0,1404.0,1316.0,13.335460219532251,65.3,0.9967
05/01/2005,22.00.00,2.3,1182.0,9.2,947.0,333.0,643.0,144.0,1334.0,1210.0,13.17618136643432,64.5,0.9732
05/01/2005,23.00.00,1.6,1059.0,6.0,810.0,227.0,764.0,126.0,1200.0,1002.0,12.980385594157026,62.3,0.9392
06/01/2005,00.00.00,1.6,1056.0,5.6,795.0,203.0,783.0,115.0,1187.0,896.0,12.434787993086385,63.7,0.9196
06/01/2005,01.00.00,1.7,1064.0,5.4,785.0,210.0,769.0,116.0,1184.0,946.0,12.283043274467124,64.6,0.9229
06/01/2005,02.00.00,1.6,1059.0,5.4,783.0,198.0,781.0,112.0,1188.0,877.0,12.483809437358738,63.8,0.9244
06/01/2005,05.00.00,0.9,1005.0,3.4,679.0,89.0,875.0,67.0,1120.0,745.0,10.548901945107096,69.5,0.8919
06/01/2005,06.00.00,0.8,939.0,1.8,568.0,101.0,1037.0,72.0,1054.0,656.0,12.517145523446626,62.6,0.8994
06/01/2005,07.00.00,0.7,961.0,2.6,629.0,104.0,1011.0,69.0,1114.0,682.0,12.238069200651742,62.7,0.8947
06/01/2005,08.00.00,1.1,1017.0,4.0,712.0,192.0,827.0,107.0,1147.0,829.0,11.248260267244328,66.6,0.8948
06/01/2005,09.00.00,1.5,1108.0,6.2,823.0,237.0,720.0,117.0,1247.0,961.0,11.013800987435342,70.2,0.9276
06/01/2005,10.00.00,1.5,1122.0,5.8,803.0,211.0,733.0,115.0,1225.0,960.0,13.344042309676496,61.0,0.9348
06/01/2005,11.00.00,1.6,1099.0,6.3,826.0,230.0,739.0,120.0,1223.0,940.0,16.01074074461861,52.2,0.9377
06/01/2005,12.00.00,1.6,1124.0,5.9,805.0,240.0,726.0,128.0,1233.0,938.0,15.744724288538052,54.0,0.9515
06/01/2005,13.00.00,2.0,1186.0,8.5,921.0,295.0,660.0,138.0,1310.0,1040.0,16.291655231150784,51.5,0.9462
06/01/2005,14.00.00,1.7,1096.0,6.2,819.0,243.0,733.0,127.0,1238.0,904.0,16.51569578233403,50.8,0.9442
06/01/2005,15.00.00,1.5,1120.0,6.4,829.0,196.0,725.0,111.0,1259.0,910.0,16.302931848975806,51.9,0.9535
06/01/2005,16.00.00,2.0,1185.0,7.9,893.0,237.0,666.0,122.0,1312.0,1011.0,16.216896123718467,53.0,0.9687
06/01/2005,17.00.00,1.9,1173.0,7.7,885.0,274.0,685.0,134.0,1288.0,1038.0,15.625608702552617,54.8,0.966
06/01/2005,18.00.00,2.1,1221.0,8.9,935.0,352.0,642.0,153.0,1323.0,1144.0,14.522323918528855,57.5,0.944
06/01/2005,19.00.00,2.8,1330.0,12.4,1063.0,488.0,578.0,169.0,1419.0,1352.0,13.961613751249388,60.1,0.9566
06/01/2005,20.00.00,2.7,1325.0,11.3,1027.0,426.0,591.0,162.0,1394.0,1365.0,13.466635268880054,63.0,0.9686
06/01/2005,21.00.00,2.4,1195.0,8.4,915.0,376.0,666.0,152.0,1295.0,1245.0,12.576471418140589,65.4,0.9529
06/01/2005,22.00.00,1.6,1150.0,7.3,869.0,237.0,694.0,127.0,1252.0,1203.0,11.88549843549217,67.5,0.9413
06/01/2005,23.00.00,1.7,1145.0,5.9,806.0,199.0,736.0,112.0,1207.0,1120.0,10.382801928291725,72.0,0.912
07/01/2005,00.00.00,1.3,1041.0,4.3,729.0,164.0,819.0,98.0,1130.0,972.0,9.86977617491842,70.9,0.8706
07/01/2005,01.00.00,1.4,1032.0,3.6,687.0,142.0,867.0,89.0,1109.0,878.0,9.614866573135298,70.7,0.8571
07/01/2005,02.00.00,1.2,1010.0,3.1,661.0,142.0,881.0,82.0,1100.0,853.0,7.963222286666295,75.0,0.8098
07/01/2005,04.00.00,1.0,944.0,2.5,617.0,127.0,944.0,77.0,1039.0,766.0,6.936385228044741,77.3,0.7782
07/01/2005,05.00.00,0.6,862.0,1.4,540.0,73.0,1110.0,55.0,999.0,670.0,7.265809442768631,74.4,0.7581
07/01/2005,06.00.00,0.7,909.0,1.8,567.0,100.0,1049.0,63.0,993.0,694.0,6.806122813974657,75.0,0.7418
07/01/2005,07.00.00,1.0,965.0,3.1,659.0,126.0,973.0,69.0,1059.0,739.0,6.428882046861555,76.3,0.7389
07/01/2005,08.00.00,1.7,1102.0,7.6,884.0,284.0,719.0,99.0,1218.0,940.0,5.963639454365675,78.5,0.7377
07/01/2005,09.00.00,3.0,1226.0,15.3,1157.0,419.0,552.0,125.0,1464.0,1201.0,6.4390801505651325,77.4,0.7452
07/01/2005,10.00.00,2.4,1132.0,9.3,950.0,432.0,659.0,123.0,1253.0,1106.0,7.606747654164533,73.8,0.7769
07/01/2005,11.00.00,2.2,1183.0,11.0,1013.0,310.0,632.0,128.0,1306.0,1186.0,10.08154997695235,61.5,0.7638
07/01/2005,12.00.00,2.6,1211.0,10.6,998.0,446.0,605.0,149.0,1298.0,1302.0,11.096249556633378,58.1,0.7743
07/01/2005,13.00.00,2.5,1253.0,11.4,1030.0,464.0,590.0,137.0,1351.0,1368.0,10.411224067443982,62.3,0.7981
07/01/2005,14.00.00,3.0,1311.0,13.1,1088.0,505.0,563.0,147.0,1402.0,1452.0,11.058482363121584,62.0,0.8199
07/01/2005,15.00.00,3.3,1341.0,14.8,1142.0,564.0,536.0,168.0,1454.0,1537.0,12.507858929689974,57.7,0.8387
07/01/2005,16.00.00,3.8,1432.0,16.5,1195.0,625.0,509.0,180.0,1513.0,1651.0,13.289965731091797,56.2,0.8548
07/01/2005,17.00.00,3.6,1404.0,16.5,1195.0,590.0,499.0,170.0,1501.0,1623.0,11.022540438454598,65.3,0.8639
07/01/2005,18.00.00,5.0,1493.0,21.5,1337.0,712.0,466.0,180.0,1638.0,1742.0,8.658465751970652,74.6,0.8434
07/01/2005,19.00.00,5.7,1478.0,22.2,1357.0,723.0,473.0,178.0,1652.0,1639.0,7.442153359181248,78.5,0.803
07/01/2005,20.00.00,5.0,1411.0,20.5,1311.0,707.0,487.0,159.0,1589.0,1537.0,6.522716756677255,80.0,0.7789
07/01/2005,21.00.00,4.8,1387.0,17.7,1231.0,737.0,523.0,156.0,1487.0,1463.0,5.761077175848186,83.8,0.7768
07/01/2005,22.00.00,3.9,1306.0,15.4,1161.0,646.0,557.0,146.0,1407.0,1379.0,5.519521142588928,83.5,0.7619
07/01/2005,23.00.00,3.3,1232.0,11.6,1035.0,536.0,623.0,132.0,1296.0,1256.0,5.879492958309025,81.3,0.7568
08/01/2005,00.00.00,3.4,1277.0,13.0,1085.0,567.0,589.0,137.0,1329.0,1344.0,5.416067600715905,82.6,0.7495
08/01/2005,01.00.00,2.4,1063.0,6.7,843.0,357.0,762.0,114.0,1125.0,1089.0,6.2704467649357705,76.3,0.7369
08/01/2005,02.00.00,1.4,991.0,4.6,744.0,187.0,863.0,95.0,1069.0,949.0,6.830590726377625,73.6,0.7417
08/01/2005,04.00.00,1.2,972.0,3.4,674.0,169.0,926.0,88.0,1032.0,882.0,7.8232768110644955,69.3,0.7413
08/01/2005,05.00.00,1.2,973.0,3.4,675.0,184.0,903.0,94.0,1029.0,905.0,7.4176862842627,71.7,0.7434
08/01/2005,06.00.00,1.2,985.0,3.6,691.0,205.0,878.0,97.0,1056.0,902.0,7.5602946764458325,71.9,0.7575
08/01/2005,07.00.00,1.3,1020.0,4.5,736.0,213.0,854.0,93.0,1069.0,923.0,7.894015841593182,68.0,0.7396
08/01/2005,08.00.00,2.3,1192.0,10.0,978.0,415.0,638.0,113.0,1273.0,1210.0,6.707792409268464,77.1,0.7597
08/01/2005,09.00.00,3.4,1325.0,14.7,1140.0,583.0,542.0,126.0,1403.0,1468.0,6.887890498619527,77.9,0.7756
08/01/2005,10.00.00,3.0,1219.0,11.3,1026.0,462.0,604.0,133.0,1311.0,1329.0,8.904706901172174,66.7,0.7634
08/01/2005,11.00.00,2.5,1195.0,10.4,992.0,387.0,632.0,141.0,1251.0,1295.0,11.573759157690477,54.1,0.7387
08/01/2005,12.00.00,2.7,1230.0,11.2,1020.0,414.0,605.0,139.0,1301.0,1365.0,13.2591856252394,49.4,0.7598
08/01/2005,13.00.00,2.8,1312.0,13.1,1087.0,440.0,567.0,147.0,1393.0,1452.0,13.596578295575455,50.9,0.796
08/01/2005,14.00.00,3.6,1387.0,14.3,1127.0,516.0,530.0,175.0,1430.0,1615.0,13.246867037843913,55.9,0.8588
08/01/2005,15.00.00,3.1,1375.0,12.8,1076.0,495.0,555.0,180.0,1377.0,1599.0,12.831518603721634,59.0,0.8736
08/01/2005,16.00.00,4.3,1532.0,18.9,1265.0,643.0,482.0,194.0,1578.0,1777.0,13.102572709321976,59.0,0.8945
08/01/2005,17.00.00,4.6,1531.0,17.9,1235.0,725.0,484.0,192.0,1541.0,1742.0,12.915879224834498,61.9,0.9224
08/01/2005,18.00.00,4.3,1479.0,16.5,1196.0,683.0,498.0,188.0,1511.0,1739.0,12.516040749847889,63.6,0.9193
08/01/2005,19.00.00,4.3,1521.0,16.9,1208.0,681.0,497.0,179.0,1549.0,1770.0,12.137949735217262,65.8,0.931
08/01/2005,20.00.00,5.5,1616.0,22.4,1363.0,833.0,442.0,196.0,1701.0,1918.0,12.32431257632561,65.2,0.9474
08/01/2005,21.00.00,3.4,1371.0,13.6,1105.0,514.0,553.0,169.0,1429.0,1581.0,13.244128801627085,63.6,0.9681
08/01/2005,22.00.00,2.4,1198.0,9.1,943.0,371.0,647.0,151.0,1307.0,1291.0,13.4565561483614,62.6,0.9644
08/01/2005,23.00.00,1.6,1102.0,6.0,813.0,213.0,764.0,123.0,1204.0,1000.0,14.075944677227113,59.6,0.9563
